image_name,bottles_detected,hand_present,interaction,hazard_flag,raw_detections,timestamp
pill~bottle-F_20260224_155201.jpg,Bottle A;Bottle B;Bottle C;hazard,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.914, ""box"": [32, 134, 87, 239]}, {""class"": ""Bottle B"", ""conf"": 0.888, ""box"": [169, 94, 214, 174]}, {""class"": ""Bottle C"", ""conf"": 0.88, ""box"": [229, 158, 263, 232]}, {""class"": ""hazard"", ""conf"": 0.804, ""box"": [112, 97, 162, 229]}]",2026-03-12T15:07:00
pill~bottle-F_20260224_155205.jpg,Bottle A;Bottle C;Bottle B;hazard,yes,hand->Bottle B,yes,"[{""class"": ""Bottle A"", ""conf"": 0.906, ""box"": [32, 134, 86, 239]}, {""class"": ""Bottle C"", ""conf"": 0.901, ""box"": [230, 158, 263, 232]}, {""class"": ""Bottle B"", ""conf"": 0.882, ""box"": [167, 95, 211, 173]}, {""class"": ""hazard"", ""conf"": 0.851, ""box"": [112, 97, 162, 228]}]",2026-03-12T15:07:00
pill~bottle-F_20260224_155212.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.897, ""box"": [227, 156, 268, 232]}, {""class"": ""hazard"", ""conf"": 0.894, ""box"": [105, 32, 162, 231]}, {""class"": ""Bottle A"", ""conf"": 0.874, ""box"": [27, 131, 90, 240]}, {""class"": ""Bottle B"", ""conf"": 0.856, ""box"": [160, 80, 194, 149]}]",2026-03-12T15:07:00
pill~bottle-F_20260224_155218.jpg,Bottle B;hazard;Bottle A;Bottle C,no,none,yes,"[{""class"": ""Bottle B"", ""conf"": 0.893, ""box"": [168, 163, 208, 223]}, {""class"": ""hazard"", ""conf"": 0.889, ""box"": [108, 32, 165, 230]}, {""class"": ""Bottle A"", ""conf"": 0.882, ""box"": [30, 132, 88, 239]}, {""class"": ""Bottle C"", ""conf"": 0.82, ""box"": [196, 80, 230, 141]}]",2026-03-12T15:07:00
pill~bottle-F_20260224_155227.jpg,hazard;Bottle C;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.934, ""box"": [114, 32, 165, 229]}, {""class"": ""Bottle C"", ""conf"": 0.916, ""box"": [238, 143, 274, 210]}, {""class"": ""Bottle B"", ""conf"": 0.84, ""box"": [168, 161, 207, 221]}, {""class"": ""Bottle A"", ""conf"": 0.786, ""box"": [86, 80, 109, 134]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155231.jpg,Bottle C;hazard;Bottle B;Bottle B,yes,hand->Bottle B;hand->hazard,yes,"[{""class"": ""Bottle C"", ""conf"": 0.916, ""box"": [238, 143, 275, 210]}, {""class"": ""hazard"", ""conf"": 0.903, ""box"": [112, 36, 164, 231]}, {""class"": ""Bottle B"", ""conf"": 0.861, ""box"": [85, 76, 108, 128]}, {""class"": ""Bottle B"", ""conf"": 0.843, ""box"": [169, 162, 207, 220]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155318.jpg,hazard;Bottle A;Bottle B;Bottle C,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.922, ""box"": [96, 30, 153, 240]}, {""class"": ""Bottle A"", ""conf"": 0.873, ""box"": [42, 133, 87, 234]}, {""class"": ""Bottle B"", ""conf"": 0.872, ""box"": [186, 161, 229, 220]}, {""class"": ""Bottle C"", ""conf"": 0.798, ""box"": [194, 36, 227, 101]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155327.jpg,hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.896, ""box"": [101, 30, 162, 239]}, {""class"": ""Bottle A"", ""conf"": 0.873, ""box"": [33, 28, 95, 137]}, {""class"": ""Bottle B"", ""conf"": 0.821, ""box"": [184, 159, 230, 222]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155333.jpg,Bottle C;Bottle B;Bottle A,no,none,no,"[{""class"": ""Bottle C"", ""conf"": 0.886, ""box"": [243, 141, 280, 207]}, {""class"": ""Bottle B"", ""conf"": 0.838, ""box"": [187, 74, 228, 131]}, {""class"": ""Bottle A"", ""conf"": 0.832, ""box"": [45, 130, 91, 232]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155338.jpg,Bottle C;Bottle B;Bottle A;hazard,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.905, ""box"": [246, 141, 281, 207]}, {""class"": ""Bottle B"", ""conf"": 0.864, ""box"": [206, 156, 247, 222]}, {""class"": ""Bottle A"", ""conf"": 0.857, ""box"": [43, 130, 96, 233]}, {""class"": ""hazard"", ""conf"": 0.849, ""box"": [98, 0, 167, 134]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155344.jpg,Bottle A;Bottle B;Bottle C;hazard,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.874, ""box"": [44, 129, 96, 231]}, {""class"": ""Bottle B"", ""conf"": 0.861, ""box"": [207, 156, 247, 221]}, {""class"": ""Bottle C"", ""conf"": 0.851, ""box"": [246, 142, 280, 206]}, {""class"": ""hazard"", ""conf"": 0.8, ""box"": [108, 0, 172, 183]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155347.jpg,Bottle C;Bottle B;Bottle A;hazard,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.909, ""box"": [245, 141, 281, 207]}, {""class"": ""Bottle B"", ""conf"": 0.868, ""box"": [206, 156, 248, 221]}, {""class"": ""Bottle A"", ""conf"": 0.867, ""box"": [44, 128, 97, 231]}, {""class"": ""hazard"", ""conf"": 0.812, ""box"": [114, 8, 178, 211]}]",2026-03-12T15:07:01
pill~bottle-F_20260224_155354.jpg,hazard;Bottle B;Bottle A,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.912, ""box"": [113, 31, 182, 232]}, {""class"": ""Bottle B"", ""conf"": 0.871, ""box"": [185, 128, 232, 194]}, {""class"": ""Bottle A"", ""conf"": 0.83, ""box"": [39, 128, 104, 234]}]",2026-03-12T15:07:02
pill~bottle-F_20260224_155401.jpg,hazard;Bottle B;Bottle A;Bottle C,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.91, ""box"": [113, 31, 181, 231]}, {""class"": ""Bottle B"", ""conf"": 0.879, ""box"": [179, 109, 233, 195]}, {""class"": ""Bottle A"", ""conf"": 0.826, ""box"": [39, 128, 104, 234]}, {""class"": ""Bottle C"", ""conf"": 0.557, ""box"": [244, 141, 282, 209]}]",2026-03-12T15:07:02
pill~bottle-F_20260224_155412.jpg,hazard;Bottle A;Bottle C;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.897, ""box"": [115, 30, 181, 230]}, {""class"": ""Bottle A"", ""conf"": 0.861, ""box"": [42, 130, 98, 232]}, {""class"": ""Bottle C"", ""conf"": 0.854, ""box"": [236, 84, 276, 147]}, {""class"": ""Bottle B"", ""conf"": 0.832, ""box"": [199, 156, 243, 216]}]",2026-03-12T15:07:02
pill~bottle-F_20260224_155418.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.899, ""box"": [244, 143, 278, 207]}, {""class"": ""hazard"", ""conf"": 0.892, ""box"": [115, 34, 181, 231]}, {""class"": ""Bottle A"", ""conf"": 0.869, ""box"": [20, 48, 73, 151]}, {""class"": ""Bottle B"", ""conf"": 0.848, ""box"": [199, 154, 241, 215]}]",2026-03-12T15:07:02
pill~bottle-F_20260224_155427.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.899, ""box"": [242, 141, 279, 208]}, {""class"": ""hazard"", ""conf"": 0.852, ""box"": [92, 25, 172, 223]}, {""class"": ""Bottle A"", ""conf"": 0.848, ""box"": [42, 128, 98, 230]}, {""class"": ""Bottle B"", ""conf"": 0.844, ""box"": [198, 153, 241, 215]}]",2026-03-12T15:07:02
pill~bottle-F_20260224_155437.jpg,Bottle A;Bottle C;hazard,yes,hand->Bottle C,yes,"[{""class"": ""Bottle A"", ""conf"": 0.911, ""box"": [202, 114, 243, 213]}, {""class"": ""Bottle C"", ""conf"": 0.905, ""box"": [98, 111, 144, 194]}, {""class"": ""hazard"", ""conf"": 0.897, ""box"": [150, 34, 208, 226]}]",2026-03-12T15:07:02
pill~bottle-F_20260224_155443.jpg,Bottle B;hazard;Bottle A;Bottle C,no,none,yes,"[{""class"": ""Bottle B"", ""conf"": 0.903, ""box"": [64, 98, 117, 181]}, {""class"": ""hazard"", ""conf"": 0.894, ""box"": [150, 34, 210, 224]}, {""class"": ""Bottle A"", ""conf"": 0.888, ""box"": [203, 114, 243, 213]}, {""class"": ""Bottle C"", ""conf"": 0.537, ""box"": [122, 150, 155, 216]}]",2026-03-12T15:07:02
pill~bottle-F_20260224_155444.jpg,Bottle C;Bottle A;hazard;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.933, ""box"": [122, 150, 155, 215]}, {""class"": ""Bottle A"", ""conf"": 0.891, ""box"": [203, 114, 244, 213]}, {""class"": ""hazard"", ""conf"": 0.888, ""box"": [150, 35, 210, 224]}, {""class"": ""Bottle B"", ""conf"": 0.852, ""box"": [59, 86, 118, 183]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155455.jpg,Bottle B;hazard;Bottle A;Bottle C,no,none,yes,"[{""class"": ""Bottle B"", ""conf"": 0.878, ""box"": [71, 164, 104, 200]}, {""class"": ""hazard"", ""conf"": 0.86, ""box"": [156, 68, 210, 195]}, {""class"": ""Bottle A"", ""conf"": 0.834, ""box"": [266, 78, 318, 182]}, {""class"": ""Bottle C"", ""conf"": 0.816, ""box"": [124, 151, 152, 201]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155503.jpg,Bottle B;hazard;Bottle A;Bottle C,no,none,yes,"[{""class"": ""Bottle B"", ""conf"": 0.899, ""box"": [69, 162, 107, 220]}, {""class"": ""hazard"", ""conf"": 0.879, ""box"": [152, 31, 213, 226]}, {""class"": ""Bottle A"", ""conf"": 0.864, ""box"": [235, 0, 276, 88]}, {""class"": ""Bottle C"", ""conf"": 0.836, ""box"": [123, 151, 150, 210]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155506.jpg,Bottle B;hazard;Bottle A;Bottle C,no,none,yes,"[{""class"": ""Bottle B"", ""conf"": 0.911, ""box"": [69, 162, 106, 218]}, {""class"": ""hazard"", ""conf"": 0.876, ""box"": [153, 35, 213, 225]}, {""class"": ""Bottle A"", ""conf"": 0.859, ""box"": [243, 29, 281, 111]}, {""class"": ""Bottle C"", ""conf"": 0.854, ""box"": [124, 151, 151, 210]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155520.jpg,Bottle C;Bottle B;hazard,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.913, ""box"": [114, 148, 147, 214]}, {""class"": ""Bottle B"", ""conf"": 0.889, ""box"": [142, 115, 193, 178]}, {""class"": ""hazard"", ""conf"": 0.864, ""box"": [234, 23, 294, 222]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155525.jpg,Bottle C;hazard;Bottle A;Bottle B,no,none,yes,"[{""class"": ""Bottle C"", ""conf"": 0.911, ""box"": [109, 153, 148, 220]}, {""class"": ""hazard"", ""conf"": 0.908, ""box"": [223, 21, 298, 224]}, {""class"": ""Bottle A"", ""conf"": 0.854, ""box"": [16, 79, 82, 209]}, {""class"": ""Bottle B"", ""conf"": 0.825, ""box"": [175, 155, 217, 217]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155534.jpg,hazard;Bottle A;Bottle B;Bottle C,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.905, ""box"": [231, 22, 293, 225]}, {""class"": ""Bottle A"", ""conf"": 0.874, ""box"": [60, 144, 97, 229]}, {""class"": ""Bottle B"", ""conf"": 0.857, ""box"": [176, 156, 216, 217]}, {""class"": ""Bottle C"", ""conf"": 0.816, ""box"": [114, 141, 152, 214]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155546.jpg,hazard;Bottle C;Bottle A;Bottle B,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.917, ""box"": [219, 6, 295, 208]}, {""class"": ""Bottle C"", ""conf"": 0.902, ""box"": [128, 149, 163, 217]}, {""class"": ""Bottle A"", ""conf"": 0.898, ""box"": [50, 128, 106, 231]}, {""class"": ""Bottle B"", ""conf"": 0.877, ""box"": [175, 158, 214, 222]}]",2026-03-12T15:07:03
pill~bottle-F_20260224_155553.jpg,Bottle A;hazard;Bottle C;Bottle B,no,none,yes,"[{""class"": ""Bottle A"", ""conf"": 0.904, ""box"": [93, 84, 132, 176]}, {""class"": ""hazard"", ""conf"": 0.893, ""box"": [234, 22, 296, 225]}, {""class"": ""Bottle C"", ""conf"": 0.883, ""box"": [131, 151, 164, 216]}, {""class"": ""Bottle B"", ""conf"": 0.876, ""box"": [175, 155, 216, 219]}]",2026-03-12T15:07:04
pill~bottle-E_20260217_160353.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.926, ""box"": [89, 5, 170, 240]}]",2026-03-12T15:07:04
pill~bottle-E_20260217_160403.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.932, ""box"": [79, 7, 162, 240]}]",2026-03-12T15:07:04
pill~bottle-E_20260217_160407.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.91, ""box"": [76, 11, 163, 240]}]",2026-03-12T15:07:04
pill~bottle-E_20260217_160414.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.916, ""box"": [76, 11, 157, 240]}]",2026-03-12T15:07:04
pill~bottle-E_20260217_160419.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.936, ""box"": [80, 8, 153, 238]}]",2026-03-12T15:07:04
pill~bottle-E_20260217_160423.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.924, ""box"": [78, 15, 160, 240]}]",2026-03-12T15:07:04
pill~bottle-E_20260217_160428.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.933, ""box"": [78, 13, 163, 240]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160434.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.924, ""box"": [69, 10, 169, 240]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160438.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.937, ""box"": [66, 10, 163, 239]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160441.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.937, ""box"": [65, 10, 161, 238]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160445.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.942, ""box"": [64, 6, 165, 239]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160448.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.946, ""box"": [63, 4, 165, 239]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160453.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.941, ""box"": [64, 6, 166, 238]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160459.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.938, ""box"": [65, 6, 164, 236]}]",2026-03-12T15:07:05
pill~bottle-E_20260217_160503.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.927, ""box"": [69, 5, 162, 235]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160506.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.794, ""box"": [70, 4, 155, 233]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160512.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.911, ""box"": [64, 4, 145, 234]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160517.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.904, ""box"": [62, 6, 149, 233]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160521.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.92, ""box"": [62, 8, 140, 237]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160525.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.919, ""box"": [65, 9, 138, 234]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160530.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.907, ""box"": [65, 12, 138, 236]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160546.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.905, ""box"": [77, 27, 136, 204]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160552.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.89, ""box"": [75, 25, 141, 207]}]",2026-03-12T15:07:06
pill~bottle-E_20260217_160556.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.867, ""box"": [72, 24, 144, 207]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160601.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.926, ""box"": [76, 27, 139, 204]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160604.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.915, ""box"": [84, 26, 139, 203]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160608.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.907, ""box"": [81, 21, 150, 207]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160611.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.895, ""box"": [79, 23, 154, 208]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160615.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.915, ""box"": [77, 22, 153, 206]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160619.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.918, ""box"": [76, 27, 151, 205]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160622.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.912, ""box"": [77, 24, 152, 205]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160629.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.901, ""box"": [80, 25, 153, 203]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160633.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.904, ""box"": [79, 20, 158, 205]}]",2026-03-12T15:07:07
pill~bottle-E_20260217_160643.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.915, ""box"": [81, 23, 151, 203]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160647.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.911, ""box"": [85, 22, 147, 201]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160652.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.903, ""box"": [86, 22, 147, 200]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160658.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.903, ""box"": [83, 22, 147, 200]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160702.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.913, ""box"": [80, 23, 144, 200]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160708.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.907, ""box"": [78, 27, 139, 199]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160712.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.914, ""box"": [84, 27, 140, 198]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160723.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.864, ""box"": [104, 43, 146, 163]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160728.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.903, ""box"": [104, 44, 147, 163]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160732.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.544, ""box"": [99, 42, 142, 163]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160737.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.786, ""box"": [101, 49, 142, 162]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160743.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.873, ""box"": [99, 44, 145, 162]}]",2026-03-12T15:07:08
pill~bottle-E_20260217_160748.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.867, ""box"": [96, 42, 148, 163]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160753.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.874, ""box"": [97, 44, 146, 162]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160759.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.857, ""box"": [97, 45, 146, 162]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160803.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.889, ""box"": [93, 43, 148, 163]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160807.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.901, ""box"": [98, 43, 147, 163]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160811.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.835, ""box"": [102, 37, 146, 162]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160816.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.85, ""box"": [104, 39, 148, 162]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160820.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.831, ""box"": [103, 37, 148, 161]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160824.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.873, ""box"": [107, 41, 146, 161]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160829.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.856, ""box"": [107, 39, 148, 161]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160856.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.9, ""box"": [123, 1, 215, 240]}]",2026-03-12T15:07:09
pill~bottle-E_20260217_160900.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.905, ""box"": [126, 1, 217, 238]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160905.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.911, ""box"": [130, 2, 217, 237]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160910.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.914, ""box"": [134, 1, 221, 240]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160918.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.926, ""box"": [132, 2, 228, 237]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160922.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.924, ""box"": [127, 2, 225, 237]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160928.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.936, ""box"": [124, 2, 228, 236]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160932.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.925, ""box"": [128, 2, 230, 237]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160938.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.944, ""box"": [130, 1, 218, 239]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160943.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.917, ""box"": [132, 0, 215, 240]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160948.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.913, ""box"": [124, 0, 214, 240]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_160956.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.909, ""box"": [130, 2, 209, 240]}]",2026-03-12T15:07:10
pill~bottle-E_20260217_161003.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.912, ""box"": [128, 2, 214, 240]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161025.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.856, ""box"": [106, 49, 142, 145]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161032.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.851, ""box"": [105, 49, 143, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161037.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.858, ""box"": [105, 50, 142, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161043.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.836, ""box"": [106, 52, 141, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161048.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.843, ""box"": [108, 51, 145, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161054.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.803, ""box"": [102, 48, 146, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161059.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.828, ""box"": [102, 48, 145, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161106.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.828, ""box"": [103, 49, 147, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161111.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.852, ""box"": [103, 47, 144, 146]}]",2026-03-12T15:07:11
pill~bottle-E_20260217_161116.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.826, ""box"": [103, 47, 141, 146]}]",2026-03-12T15:07:12
pill~bottle-E_20260217_161121.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.9, ""box"": [99, 46, 139, 146]}]",2026-03-12T15:07:12
pill~bottle-E_20260217_161125.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.897, ""box"": [99, 48, 137, 145]}]",2026-03-12T15:07:12
pill~bottle-E_20260217_161131.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.836, ""box"": [101, 49, 136, 145]}]",2026-03-12T15:07:12
pill~bottle-E_20260217_161156.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.929, ""box"": [29, 5, 107, 240]}]",2026-03-12T15:07:12
pill~bottle-E_20260217_161200.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.927, ""box"": [31, 11, 109, 240]}]",2026-03-12T15:07:12
pill~bottle-E_20260217_161205.jpg,hazard,no,none,yes,"[{""class"": ""hazard"", ""conf"": 0.641, ""box"": [33, 9, 104, 239]}]",2026-03-12T15:07:12
